WTDEL	WTCONO	WTPROD	WTCNTR	WTGROS	WTTARE	WTNET	WTGAL	WTF001
 	10	7538	096	24.60	2.00	22.60	3.1700000	                        
 	10	7538	150	33.70	2.50	31.20	4.2300000	                        
 	10	7253	746	2012.56	135.00	1877.56	260.0000000	                        
 	10	7726	742	32.01	3.00	29.01	4.0000000	                        
 	10	7545	333	2281.04	146.00	2135.04	300.0000000	                        
I	10	7307	771	432.66	35.00	397.66	55.0000000	                        
I	10	7307	772	39.15	3.00	36.15	5.0000000	                        
I	10	7307	773	30.92	2.00	28.92	4.0000000	                        
I	10	7307	774	23.19	1.50	21.69	3.0000000	                        
 	10	7292	476	443.68	35.00	408.68	55.0000000	                        
 	10	7292	481	2598.10	146.00	2452.10	330.0000000	                        
 	10	7307	334	2531.97	146.00	2385.97	330.0000000	                        
 	10	7307	337	2014.85	135.00	1879.85	260.0000000	                        
 	10	7312	476	420.61	35.00	385.61	55.0000000	                        
 	10	7312	481	2459.66	146.00	2313.66	330.0000000	                        
 	10	7350	465	23.51	2.50	21.01	3.0000000	                        
 	10	7357	476	423.38	35.00	388.38	55.0000000	                        
 	10	7357	481	2476.30	146.00	2330.30	330.0000000	                        
 	10	7363	476	435.11	35.00	400.11	55.0000000	                        
 	10	7363	481	2546.68	146.00	2400.68	330.0000000	                        
 	10	7364	476	432.18	35.00	397.18	55.0000000	                        
 	10	7364	481	2529.06	146.00	2383.06	330.0000000	                        
 	10	7366	476	434.13	35.00	399.13	55.0000000	                        
 	10	7366	481	2540.78	146.00	2394.78	330.0000000	                        
 	10	7367	476	442.40	35.00	407.40	55.0000000	                        
 	10	7367	481	2590.38	146.00	2444.38	330.0000000	                        
 	10	7368	468	42.15	5.00	37.15	5.0000000	                        
 	10	7368	476	443.68	35.00	408.68	55.0000000	                        
 	10	7368	481	2598.10	146.00	2452.10	330.0000000	                        
 	10	7552	582	423.38	35.00	388.38	55.0000000	                        
I	10	7736	786	40.32	3.00	37.32	5.0000000	                        
 	10	7705	544	37.89	2.50	35.39	5.0000000	                        
 	10	7249	476	439.86	35.00	404.86	55.0000000	                        
 	10	7256	476	434.38	35.00	399.38	55.0000000	                        
 	10	7261	476	439.10	35.00	404.10	55.0000000	                        
 	10	7262	476	434.13	35.00	399.13	55.0000000	                        
 	10	7275	476	440.61	35.00	405.61	55.0000000	                        
 	10	7275	481	2579.68	146.00	2433.68	330.0000000	                        
 	10	7276	476	434.87	35.00	399.87	55.0000000	                        
 	10	7276	481	2545.20	146.00	2399.20	330.0000000	                        
 	10	7290	476	442.14	35.00	407.14	55.0000000	                        
 	10	7290	481	2588.86	146.00	2442.86	330.0000000	                        
 	10	7539	478	435.00	35.00	400.00	54.0400000	                        
 	10	7541	478	435.00	35.00	400.00	53.6300000	                        
 	10	7705	468	38.58	3.00	35.58	5.0000000	                        
 	10	7705	476	426.42	35.00	391.42	55.0000000	                        
 	10	7705	481	2494.54	146.00	2348.54	330.0000000	                        
 	10	7706	468	39.15	3.00	36.15	5.0000000	                        
 	10	7706	476	432.66	35.00	397.66	55.0000000	                        
 	10	7706	481	2531.97	146.00	2385.97	330.0000000	                        
 	10	7730	474	131.50	11.50	120.00	16.2000000	                        
 	10	7730	478	435.00	35.00	400.00	54.0000000	                        
 	10	7730	481	2590.38	146.00	2444.38	330.0000000	                        
 	10	7730	465	24.72	2.50	22.22	3.0000000	                        
 	10	7730	469	38.00	3.00	35.00	4.7300000	                        
 	10	7731	478	435.00	35.00	400.00	53.7300000	                        
 	10	7731	481	2602.72	146.00	2456.72	330.0000000	                        
 	10	7735	469	38.00	3.00	35.00	4.7000000	                        
 	10	7735	474	131.50	11.50	120.00	16.1000000	                        
 	10	7735	478	435.00	35.00	400.00	53.6600000	                        
 	10	7735	481	2605.82	146.00	2459.82	330.0000000	                        
 	10	7795	469	38.00	3.00	35.00	4.7900000	                        
 	10	7795	478	435.00	35.00	400.00	54.7100000	                        
 	10	7795	481	2558.60	146.00	2412.60	330.0000000	                        
 	10	7796	469	38.00	3.00	35.00	4.7200000	                        
 	10	7796	478	435.00	35.00	400.00	54.0000000	                        
 	10	7796	481	2593.48	146.00	2447.48	330.0000000	                        
 	10	7799	469	38.00	3.00	35.00	4.8100000	                        
 	10	7799	478	435.00	35.00	400.00	55.0000000	                        
 	10	7799	481	2545.20	146.00	2399.20	330.0000000	                        
 	10	4670	478	435.00	35.00	400.00	55.0000000	                        
 	10	4670	481	2503.09	146.00	2357.09	330.0000000	                        
 	10	7253	464	24.16	2.50	21.66	3.0000000	                        
 	10	7305	476	436.60	35.00	401.60	55.0000000	                        
 	10	7305	481	2555.60	146.00	2409.60	330.0000000	                        
 	10	7306	476	435.86	35.00	400.86	55.0000000	                        
 	10	7306	481	2551.14	146.00	2405.14	330.0000000	                        
 	10	7701	478	435.00	35.00	400.00	53.8700000	                        
 	10	7701	481	2596.55	146.00	2450.55	330.0000000	                        
 	10	7797	478	435.00	35.00	400.00	54.3400000	                        
 	10	7797	481	2612.06	146.00	2466.06	330.0000000	                        
 	10	7940	476	442.65	35.00	407.65	55.0000000	                        
 	10	9001	476	399.39	35.00	364.39	55.0000000	                        
 	10	7861	477	456.42	35.00	421.42	55.0000000	                        
 	10	1187	935	436.35	35.00	401.35	55.0000000	                        
 	10	1300	935	426.42	35.00	391.42	55.0000000	                        
 	10	7173	420	23.76	2.50	21.26	3.0000000	                        
 	10	7173	333	2261.07	135.00	2126.07	300.0000000	                        
 	10	7173	422	424.78	35.00	389.78	55.0000000	                        
 	10	7292	931	8.93	1.50	7.43	1.0000000	                        
 	20	7253	096	24.89	2.00	22.89	3.1700000	                        
I	10	7329	747	37.50	2.50	35.00	5.0000000	                        
 	10	7730	759	39.54	2.50	37.04	5.0000000	                        
 	10	7735	759	39.77	2.50	37.27	5.0000000	                        
 	10	7193	769	39.47	2.50	36.97	5.0000000	                        
 	10	7137	769	39.10	2.50	36.60	5.0000000	                        
 	10	7064	769	38.37	2.50	35.87	5.0000000	                        
I	10	180V	890	530.00	35.00	495.00	55.0000000	                        
I	10	180V	891	28.90	2.00	26.90	3.0000000	                        
I	10	180V	892	48.00	3.00	45.00	3.0000000	                        
I	10	180V	893	48.00	3.00	45.00	3.0000000	                        
I	10	181V	890	530.00	35.00	495.00	55.0000000	                        
I	10	181V	891	28.90	2.00	26.90	3.0000000	                        
I	10	181V	892	48.00	3.00	45.00	5.0000000	                        
I	10	181V	893	48.00	3.00	45.00	5.0000000	                        
I	10	182V	890	530.00	35.00	495.00	55.0000000	                        
I	10	182V	891	28.90	2.00	26.90	3.0000000	                        
I	10	182V	892	48.00	3.00	45.00	5.0000000	                        
I	10	182V	893	48.00	3.00	45.00	5.0000000	                        
I	10	182V	894	3105.00	146.00	2959.00	330.0000000	                        
I	10	183V	893	48.00	3.00	45.00	5.0000000	                        
I	10	183V	895	28.90	2.00	26.90	3.0000000	                        
I	10	184V	890	530.00	35.00	495.00	55.0000000	                        
I	10	184V	891	28.90	2.00	26.90	3.0000000	                        
I	10	184V	892	48.00	3.00	45.00	5.0000000	                        
I	10	184V	893	48.00	3.00	45.00	5.0000000	                        
I	10	184V	895	28.90	2.00	26.90	3.0000000	                        
I	10	185V	890	530.00	35.00	495.00	55.0000000	                        
I	10	185V	891	28.90	2.00	26.90	3.0000000	                        
I	10	185V	892	48.00	3.00	45.00	5.0000000	                        
I	10	185V	893	48.00	3.00	45.00	5.0000000	                        
I	10	185V	895	28.90	2.00	26.90	3.0000000	                        
I	10	186V	891	28.90	2.00	26.90	3.0000000	                        
I	10	186V	892	48.00	3.00	45.00	5.0000000	                        
I	10	187V	891	28.90	2.00	26.90	3.0000000	                        
I	10	188V	891	28.90	2.00	26.90	3.0000000	                        
I	10	188V	892	48.00	3.00	45.00	5.0000000	                        
I	10	189V	891	28.90	2.00	26.90	3.0000000	                        
I	10	190V	896	51.50	2.50	49.00	5.4700000	                        
I	10	191V	896	51.50	2.50	49.00	5.4700000	                        
I	10	192V	896	51.50	2.50	49.00	5.4700000	                        
I	10	193V	896	51.50	2.50	49.00	5.4700000	                        
I	10	194V	897	29.40	2.00	27.40	3.2800000	                        
I	10	195V	898	435.00	35.00	400.00	44.6000000	                        
I	10	196V	893	48.00	3.00	45.00	5.0000000	                        
I	10	197V	899	14.95	1.50	13.45	1.5000000	                        
I	10	198V	899	14.95	1.50	13.45	1.5000000	                        
 	10	7320	741	32.09	3.00	29.09	4.0000000	                        
 	10	7726	728	24.26	2.50	21.76	3.0000000	                        
 	10	7726	832	32.01	3.00	29.01	4.0000000	                        
I	10	7178	351	30.00	0.00	30.00	3.7500000	                        
I	10	7272	476	442.00	35.00	407.00	55.0000000	                        
I	10	7272	481	2590.38	146.00	2444.38	330.0000000	                        
I	10	7273	476	443.68	35.00	408.68	55.0000000	                        
I	10	7273	481	2596.54	146.00	2450.54	330.0000000	                        
I	10	7264	476	442.14	35.00	407.14	55.0000000	                        
I	10	7264	481	2588.86	146.00	2442.86	330.0000000	                        
 	10	7287	476	442.14	35.00	407.14	55.0000000	                        
 	10	7287	481	2576.65	146.00	2430.65	330.0000000	                        
 	10	7289	476	442.91	35.00	407.91	55.0000000	                        
 	10	7289	481	2593.45	146.00	2447.45	330.0000000	                        
 	10	7284	476	443.68	35.00	408.68	55.0000000	                        
 	10	7284	481	2598.00	146.00	2452.00	330.0000000	                        
 	10	7291	476	443.42	35.00	408.42	55.0000000	                        
 	10	7291	481	2596.55	146.00	2450.55	330.0000000	                        
 	10	4329	646	404.86	37.00	367.86	52.0000000	                        
 	10	4303	646	407.74	37.00	370.74	52.0000000	                        
 	10	4300	646	414.82	37.00	377.82	52.0000000	                        
 	10	4301	646	415.99	37.00	378.99	52.0000000	                        
 	10	4310	646	419.77	37.00	382.77	52.0000000	                        
 	10	4316	646	419.06	37.00	382.06	52.0000000	                        
 	10	4329	970	1985.29	146.00	1839.29	260.0000000	                        
 	10	4303	970	1999.72	146.00	1853.72	260.0000000	                        
 	10	4305	970	2024.71	146.00	1878.71	260.0000000	                        
 	10	4300	970	2035.11	146.00	1889.11	260.0000000	                        
 	10	4301	970	2040.96	146.00	1894.96	260.0000000	                        
 	10	4304	970	2045.64	146.00	1899.64	260.0000000	                        
 	10	4324	970	2045.64	146.00	1899.64	260.0000000	                        
 	10	4310	970	2059.86	146.00	1913.86	260.0000000	                        
 	10	4316	970	2056.30	146.00	1910.30	260.0000000	                        
 	10	4309	970	2067.40	146.00	1921.40	260.0000000	                        
 	10	4318	970	2091.42	146.00	1945.42	260.0000000	                        
 	0	7193	769	39.50	2.50	37.00	5.0000000	                        
 	10	7737	832	31.67	2.50	29.17	4.0000000	                        
 	10	7747	481	2535.00	146.00	2389.00	330.0000000	                        
 	10	7748	481	2533.45	146.00	2387.45	330.0000000	                        
 	10	7749	481	2533.45	146.00	2387.45	330.0000000	                        
 	10	7193	717	32.57	3.00	29.57	4.0000000	                        
 	10	7730	717	32.63	3.00	29.63	4.0000000	                        
 	10	7731	717	32.78	3.00	29.78	4.0000000	                        
 	10	7392	717	31.96	3.00	28.96	4.0000000	                        
 	10	7352	717	32.15	3.00	29.15	4.0000000	                        
 	10	7720	717	32.50	3.00	29.50	4.0000000	                        
 	10	7424	717	31.67	3.00	28.67	4.0000000	                        
 	10	7391	717	31.96	3.00	28.96	4.0000000	                        
 	10	7220	718	38.56	2.50	36.06	5.0000000	                        
 	10	7242	333	2290.10	146.00	2144.10	300.0000000	                        
 	10	7242	437	23.94	2.50	21.44	3.0000000	                        
 	10	7243	333	2291.42	146.00	2145.42	300.0000000	                        
 	10	7243	437	23.95	2.50	21.45	3.0000000	                        
 	10	7244	333	2300.90	146.00	2154.90	300.0000000	                        
 	10	7244	437	24.06	2.50	21.56	3.0000000	                        
I	10	7933	862	4.87	1.00	3.87	0.5100000	                        
 	10	7941	333	2355.68	146.00	2209.68	300.0000000	                        
 	10	7941	863	4.89	1.00	3.89	0.5300000	                        
 	10	7941	883	13.17	1.50	11.67	1.5800000	                        
